#X Y
100 100 
100 119 
102 138 
104 155 
108 172 
112 187 
118 202 
124 215 
132 228 
140 239 
150 250 
160 259 
172 268 
184 275 
198 282 
212 287 
228 292 
244 295 
262 298 
280 299 
