#X Y
100 100 
100 113 
102 124 
106 132 
111 140 
117 144 
124 149 
132 152 
141 156 
151 158 
162 162 
174 166 
186 172 
199 178 
212 187 
226 197 
240 211 
255 227 
270 247 
285 271 
