#X Y
100 100 
100 127 
105 148 
111 165 
120 178 
130 187 
143 193 
155 197 
170 199 
184 199 
200 199 
214 199 
229 199 
243 201 
256 205 
268 211 
279 220 
287 233 
294 250 
298 271 
