#X Y
100 100 
113 113 
127 127 
138 138 
149 149 
158 158 
168 168 
176 176 
184 184 
191 191 
200 200 
207 207 
215 215 
222 222 
231 231 
240 240 
250 250 
260 260 
272 272 
285 285 
